_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,counterspeech_type,confidence,counterspeech,does_the_reply_comment_fit_the_provided_definition_of_counterspeech:confidence,check_one_or_more_types_of_counterspeech_gold,does_the_reply_comment_fit_the_provided_definition_of_counterspeech_gold,reply_to,source
2652529773,false,in progress,2,"",,,no,0.511,,,"Wendi DelValle Sorry for your loss. Unfortunately Donald Trump's boondoggle of a wall would not have helped. Let him open Pandora's Box. Remember, once you open Pandora's Box you can't close it. Donald Trump. Go ahead and declare a National Emergency. One of two things will happen. Either you will lose in court. Or, the next Democratic president will declare a National Emergency for climate change, gun control, DACA, Health Care reform and middle-class tax cuts. Just to start with. 😎",Hal Eric Mitlitsky if there ever will be another democratic president. All the reasons you just mentioned are reasons why there shouldn't ever be one again.
2652529774,false,finalized,3,2/17/2020 06:40:14,,,no,0.6992,,,An illegal immigrant killed my 24 year old brother about a mile from his home. My brother was test driving a motorcycle and the illegal immigrant pulled out in front of him(the man was driving unlicensed and illegally) then left my brother to die on the side of the road. So I support the wall 100%!!,Wendi DelValle sorry for your loss
2652529775,false,in progress,2,2/17/2020 06:13:57,"",0.523,yes,0.523,,,An illegal immigrant killed my 24 year old brother about a mile from his home. My brother was test driving a motorcycle and the illegal immigrant pulled out in front of him(the man was driving unlicensed and illegally) then left my brother to die on the side of the road. So I support the wall 100%!!,How many children have been killed by Americans?
2652529777,false,finalized,3,2/17/2020 06:40:22,,,no,1.0,,,An illegal immigrant killed my 24 year old brother about a mile from his home. My brother was test driving a motorcycle and the illegal immigrant pulled out in front of him(the man was driving unlicensed and illegally) then left my brother to die on the side of the road. So I support the wall 100%!!,A wall won't bring your relative back. It will just waste your tax dollars.
2652529778,false,finalized,3,2/17/2020 06:39:44,positive_tone__engenders_postive_conversation,0.3293,yes,0.6585,,,"Wendi DelValle Sorry for your loss. Unfortunately Donald Trump's boondoggle of a wall would not have helped. Let him open Pandora's Box. Remember, once you open Pandora's Box you can't close it. Donald Trump. Go ahead and declare a National Emergency. One of two things will happen. Either you will lose in court. Or, the next Democratic president will declare a National Emergency for climate change, gun control, DACA, Health Care reform and middle-class tax cuts. Just to start with. 😎",Hal Eric Mitlitsky why wouldn't a wall work??? i want to hear your thought
2652529779,false,in progress,2,2/17/2020 06:38:33,,,no,1.0,,,An illegal immigrant killed my 24 year old brother about a mile from his home. My brother was test driving a motorcycle and the illegal immigrant pulled out in front of him(the man was driving unlicensed and illegally) then left my brother to die on the side of the road. So I support the wall 100%!!,^^^ but a wall will keep us safe from illegals
2652529784,false,finalized,3,2/17/2020 06:29:16,,,no,0.68,,,An illegal immigrant killed my 24 year old brother about a mile from his home. My brother was test driving a motorcycle and the illegal immigrant pulled out in front of him(the man was driving unlicensed and illegally) then left my brother to die on the side of the road. So I support the wall 100%!!,"Wendi DelValle sounds like guns in the wrong hands is the issue, not walls. 5 Americans shot and killed at their job, by another American."
2652529785,false,finalized,3,2/17/2020 06:40:58,,,no,1.0,,,"Wendi DelValle sounds like guns in the wrong hands is the issue, not walls. 5 Americans shot and killed at their job, by another American.",How many kids and people where killed by Americans how many illegals ran up in schools or churches or shopping malls compared to these Americans lol
2652529788,false,in progress,1,"",,,no,1.0,,,As a UK tax payer I'd much rather we gift you 5 billion for the wall as opposed to giving the EU 39 billion a year to destroy my culture.,"Danny Jones you need to go educate yourself, and have all the facts checked! Please!"
2652529789,false,in progress,2,"",,,no,1.0,,, As a UK tax payer I'd much rather we gift you 5 billion for the wall as opposed to giving the EU 39 billion a year to destroy my culture.,Danny Jones your culture must be trash. Why are you garbage humans?
2652529790,false,in progress,1,2/17/2020 06:31:32,,,no,1.0,,,"Danny Jones you need to go educate yourself, and have all the facts checked! Please!",Silvia Serra Lobo uhmmm maybe you should look into what he is saying...
2652529792,false,in progress,2,2/17/2020 06:18:26,,,no,1.0,,,As a UK tax payer I'd much rather we gift you 5 billion for the wall as opposed to giving the EU 39 billion a year to destroy my culture.,"Danny Jones, I am sorry that the European Union is taking 39 billion dollars a year from your nation every year. Completely unsustainable. Praying that Brexit is finalized this year."
2652529793,false,finalized,3,2/17/2020 06:38:41,,,no,1.0,,,As a UK tax payer I'd much rather we gift you 5 billion for the wall as opposed to giving the EU 39 billion a year to destroy my culture.,its a globalist scam... allies wanting to defend each other shouldn't need to be coerced into doing so... either yah wanna help your homie ..or not
2652529795,false,finalized,3,2/17/2020 06:40:22,,,no,1.0,,,As a UK tax payer I'd much rather we gift you 5 billion for the wall as opposed to giving the EU 39 billion a year to destroy my culture.,Danny sorry but you guys need to fight for your culture and make UK great again the same way we are in the USA
2652529797,false,in progress,2,2/17/2020 05:57:31,,,no,0.5435,,,As a UK tax payer I'd much rather we gift you 5 billion for the wall as opposed to giving the EU 39 billion a year to destroy my culture.,"Danny Jones it won't matter. Within one more generation the Muslims will have bred themselves into a majority in the UK, and your ""culture"" will be gone forever anyway."
2652529800,false,in progress,1,"",,,no,1.0,,,As a UK tax payer I'd much rather we gift you 5 billion for the wall as opposed to giving the EU 39 billion a year to destroy my culture.,"😂 You’re an idiot if you believe that, OR DT! Check your facts mate, you’re way off 😂 Also, please, Danny does not speak for the rest of the UK. Hope you all come to your senses soon 👍"
2652529803,false,in progress,2,"",,,no,1.0,,,its a globalist scam... allies wanting to defend each other shouldn't need to be coerced into doing so... either yah wanna help your homie ..or not,Dallas Woody Coerced? It's a representative of the United Kingdom proposing the idea! Where do I sign?
2652529806,false,in progress,2,2/17/2020 06:31:32,,,no,1.0,,,Good that you don't have 5 billions 😂😂,Michael Najm They will if they make the deal!
2652529807,false,in progress,2,2/17/2020 06:06:15,warning__some_aspects_of_the_comment_caution_at_possible_negative_consequences,0.5882,yes,0.5882,,,Alex Dahlen source it yourself... look at the shared expensives of the EU,Dallas Woody that was one of the worse decision EU made!
2652529808,false,in progress,1,2/17/2020 06:02:41,,,no,1.0,,,Adrian Dahlstedt We were already great! Trumps a scam artist,Patti Cullen as apposed to who Obama ? are you mentally handicapped ? Obama scammed us out of fucking billions .. he gave billions to fucking Iran and then tried to tell us that we somehow owed them half of their entire worth because of some deal the Shaw made with us in the 70s? .. ueah for half of the entire worth of their country .. for a deal made with a regime that was our friend that we have no obligation to return to a different regime that is one of our number one enemies .. who who who is the con artist ? fucking moron
2652529810,false,in progress,2,2/17/2020 06:35:10,,,no,1.0,,,As a UK tax payer I'd much rather we gift you 5 billion for the wall as opposed to giving the EU 39 billion a year to destroy my culture.,Danny Jones I suggest filing to immigrate now We still have guns
2652529812,false,in progress,2,"",,,no,0.5506,,,As a UK tax payer I'd much rather we gift you 5 billion for the wall as opposed to giving the EU 39 billion a year to destroy my culture.,"Danny Jones Definitely, a troll!"
2652529814,false,in progress,2,"",,,no,0.5141,,,As a UK tax payer I'd much rather we gift you 5 billion for the wall as opposed to giving the EU 39 billion a year to destroy my culture.,Danny Jones How is EU membership destroying your culture Danny? Twat
2652529815,false,in progress,1,"",positive_tone__engenders_postive_conversation,1.0,yes,1.0,,,As a UK tax payer I'd much rather we gift you 5 billion for the wall as opposed to giving the EU 39 billion a year to destroy my culture.,All lives matter
2652529817,false,in progress,2,2/17/2020 06:11:59,,,no,0.5389,,,As a UK tax payer I'd much rather we gift you 5 billion for the wall as opposed to giving the EU 39 billion a year to destroy my culture.,Danny Jones thank you but since you can give us your Prayers!! They are better than money!
2652529819,false,finalized,3,2/17/2020 06:32:06,,,no,1.0,,,As a UK tax payer I'd much rather we gift you 5 billion for the wall as opposed to giving the EU 39 billion a year to destroy my culture.,"Danny Jones what culture might that be that Trump is destroying? The European Union destroyed itself, and the reason why Britain wants out. Don’t blame our president for your country’s mistakes. Our president is busy with fixing our country’s issues."
2652529822,false,finalized,3,2/17/2020 06:39:31,,,no,1.0,,,As a UK tax payer I'd much rather we gift you 5 billion for the wall as opposed to giving the EU 39 billion a year to destroy my culture.,What culture?
2652529825,false,finalized,3,2/17/2020 06:40:58,,,no,1.0,,,Great British culture. I'm a Brit. The EU hate us. End of. So I'd rather we gave the USA 5 billion as a gift for the wall rather than give 39 billion a year to the EU ...,Danny Jones I hope May makes no deal with the EU! You will prosper that way! Stay strong!
2652529826,false,in progress,1,"",,,no,1.0,,,Pls don't involve yourself in topics you don't understand.,"Benedict Büchele we live in a free country, people can say what they want."
2652529832,false,in progress,1,2/17/2020 06:31:30,,,no,1.0,,,Danny Jones what is your culture not trying to be rude,Great Britain. Enough said.
2652529834,false,in progress,2,2/17/2020 06:11:59,,,no,0.5389,,,As a UK tax payer I'd much rather we gift you 5 billion for the wall as opposed to giving the EU 39 billion a year to destroy my culture.,Danny Jones Time for your countrymen to stand up and rise up just like Winston Churchill did
2652529837,false,in progress,2,2/17/2020 06:17:30,,,no,1.0,,,,Danny Jones you know what I want you to refund me the portion that goes from my taxes to this bloody wall because I don't want the pay for it.
2652529838,true,golden,1,"",positive_tone__engenders_postive_conversation,1.0,yes,1.0,,,"Wendi DelValle Sorry for your loss. Unfortunately Donald Trump's boondoggle of a wall would not have helped. Let him open Pandora's Box. Remember, once you open Pandora's Box you can't close it. Donald Trump. Go ahead and declare a National Emergency. One of two things will happen. Either you will lose in court. Or, the next Democratic president will declare a National Emergency for climate change, gun control, DACA, Health Care reform and middle-class tax cuts. Just to start with. 😎",Hal Eric Mitlitsky if there ever will be another democratic president. All the reasons you just mentioned are reasons why there shouldn't ever be one again.
2652529839,true,golden,1,"",,,no,1.0,humor,,"Walls do work. Why else do we build them? Just the other day I built a barricade to keep my dog in the living room. Guess what, It worked. :D",Angel Roy Was it 6 ft tall..
2652529840,true,golden,2,"",,,no,1.0,,,Danny Jones what is your culture not trying to be rude,Great Britain. Enough said.
2652529841,true,golden,4,"",,,no,1.0,,,Angel Roy did Mexico pay for it?,None of you will change my mind. Trump 2020
2652529842,true,golden,1,"",,,no,1.0,,,An illegal immigrant killed my 24 year old brother about a mile from his home. My brother was test driving a motorcycle and the illegal immigrant pulled out in front of him(the man was driving unlicensed and illegally) then left my brother to die on the side of the road. So I support the wall 100%!!,"Lisa Vocelka omg, that is the dumbest response ever. how about to keep them from coming in to commit the crime in the first place. you tell them to ignore our laws and then wonder why they do"
2652529844,true,golden,2,"",humor__some_aspects_of_the_comment_mock_or_expose_absurdity,0.5045,yes,0.5045,,,Comparing people to dogs... seriously?,"Donald Trump should just televise this Bill Clinton speech from 1995 and then simply state ""I'm Donald Trump and I approve this message.""Oh, please, please let this go viral. Not one word of commentary needs to be added. Very short video - about 84 seconds."
2652529846,true,golden,1,"",,,no,1.0,positive_tone,,"Wendi DelValle Sorry for your loss. Unfortunately Donald Trump's boondoggle of a wall would not have helped. Let him open Pandora's Box. Remember, once you open Pandora's Box you can't close it. Donald Trump. Go ahead and declare a National Emergency. One of two things will happen. Either you will lose in court. Or, the next Democratic president will declare a National Emergency for climate change, gun control, DACA, Health Care reform and middle-class tax cuts. Just to start with. 😎",Hal Eric Mitlitsky why wouldn't a wall work??? i want to hear your thought
2652529847,true,golden,2,"","",0.5051,yes,0.5051,,no,"Danny Jones you need to go educate yourself, and have all the facts checked! Please!",Silvia Serra Lobo uhmmm maybe you should look into what he is saying...
2652529848,true,golden,3,"",,,no,1.0,,no,"Danny Jones you need to go educate yourself, and have all the facts checked! Please!",Silvia Serra Lobo He has the facts illegals get benefits right away but Americans are on a waiting list . You get the facts 🇺🇸
2652529849,true,golden,3,"",,,no,1.0,,no,As a UK tax payer I'd much rather we gift you 5 billion for the wall as opposed to giving the EU 39 billion a year to destroy my culture.,"Danny Jones it won't matter. Within one more generation the Muslims will have bred themselves into a majority in the UK, and your ""culture"" will be gone forever anyway."
2652529850,true,golden,2,"",,,no,1.0,,no,As a UK tax payer I'd much rather we gift you 5 billion for the wall as opposed to giving the EU 39 billion a year to destroy my culture.,Danny Jones Don't listen to the bigots here. My second moms is in the UK and trust me I hear how bad it is. Takes a good heart and some bravery to sat what you did. You're very kind and I truly hope these hateful people do not take your sunshine away
2652529851,true,golden,2,"",,,no,1.0,,no,Angel Roy and guess what?Have built walls to keep bulls from breeding other people's cattle!!!Broke down walls..... can't stop an animal n heat .😂😂😂,Jeanie Railsback then they will be slaughtered!
2652529852,true,golden,2,"",,,no,0.5096,,no,A wall won't bring your relative back. It will just waste your tax dollars.,Brandon Turner it won't bring her brother back but it will save someone else's brother. BUILD THE WALL
2652529853,true,golden,4,"",facts__contains_references_to_fact_based_evidence,0.5196,yes,0.5196,,yes,As a UK tax payer I'd much rather we gift you 5 billion for the wall as opposed to giving the EU 39 billion a year to destroy my culture.,"Danny Jones you need to go educate yourself, and have all the facts checked! Please!"
2652529854,true,golden,2,"",,,no,1.0,,yes,An illegal immigrant killed my 24 year old brother about a mile from his home. My brother was test driving a motorcycle and the illegal immigrant pulled out in front of him(the man was driving unlicensed and illegally) then left my brother to die on the side of the road. So I support the wall 100%!!,Shut your lying ass up.
2652529855,true,golden,1,"",,,no,1.0,,no,Angel Roy and guess what?Have built walls to keep bulls from breeding other people's cattle!!!Broke down walls..... can't stop an animal n heat .😂😂😂,If walls didnt work then why do people keep building them? Why do people build fences if they dont work? Do you live in a home? with 4 walls? I dont want my kids growing up in a world where they have to build walls around their hearts all because we couldnt build a wall on OUR border.
2652529856,true,golden,2,"",,,no,0.5172,"facts__contains_references_to_fact_based_evidence
positive_tone__engenders_postive_conversation",yes,An illegal immigrant killed my 24 year old brother about a mile from his home. My brother was test driving a motorcycle and the illegal immigrant pulled out in front of him(the man was driving unlicensed and illegally) then left my brother to die on the side of the road. So I support the wall 100%!!,"Wendi DelValle Sorry for your loss. Unfortunately Donald Trump's boondoggle of a wall would not have helped. Let him open Pandora's Box. Remember, once you open Pandora's Box you can't close it. Donald Trump. Go ahead and declare a National Emergency. One of two things will happen. Either you will lose in court. Or, the next Democratic president will declare a National Emergency for climate change, gun control, DACA, Health Care reform and middle-class tax cuts. Just to start with. 😎"
2652529857,true,golden,1,"",,,no,1.0,,no,As a UK tax payer I'd much rather we gift you 5 billion for the wall as opposed to giving the EU 39 billion a year to destroy my culture.,Make a deal with President Trump! I'm sure the United States can make the deal help the United Kingdom too. That's a great thing about being friends.
2652529858,true,golden,4,"",,,no,1.0,,no,Alex Dahlen source it yourself... look at the shared expensives of the EU,Dallas Woody that was one of the worse decision EU made!
2652529859,true,golden,4,"",negative_tone__some_parts_of_the_comment_insult_the_original_commentcommenter,0.7612,yes,1.0,negative_tone__some_parts_of_the_comment_insult_the_original_commentcommenter,yes,As a UK tax payer I'd much rather we gift you 5 billion for the wall as opposed to giving the EU 39 billion a year to destroy my culture.,Danny Jones How is EU membership destroying your culture Danny? Twat
2652529860,true,golden,2,"",,,no,1.0,,no,As a UK tax payer I'd much rather we gift you 5 billion for the wall as opposed to giving the EU 39 billion a year to destroy my culture.,"Danny Jones I’ve always wondered why GB joined the EU, they were stable without them. Good luck to you"
2652529861,true,golden,1,"",positive_tone__engenders_postive_conversation,1.0,yes,1.0,"facts__contains_references_to_fact_based_evidence
positive_tone__engenders_postive_conversation",yes,An illegal immigrant killed my 24 year old brother about a mile from his home. My brother was test driving a motorcycle and the illegal immigrant pulled out in front of him(the man was driving unlicensed and illegally) then left my brother to die on the side of the road. So I support the wall 100%!!,"Wendi DelValle if a white guy would’ve done the same thing, would you be wanting to banish white dudes from the country? Sorry for the loss of your brother."
2652529862,true,golden,1,"",,,no,1.0,,no,Comparing people to dogs... seriously?,Jeremy Harbolt how dogist!
2652529864,true,golden,1,"",,,no,1.0,humor__some_aspects_of_the_comment_mock_or_expose_absurdity,yes,As a UK tax payer I'd much rather we gift you 5 billion for the wall as opposed to giving the EU 39 billion a year to destroy my culture.,Good that you don't have 5 billions 😂😂
2652529865,true,golden,3,"",humor__some_aspects_of_the_comment_mock_or_expose_absurdity,0.3738,yes,0.6942,"humor__some_aspects_of_the_comment_mock_or_expose_absurdity
negative_tone__some_parts_of_the_comment_insult_the_original_commentcommenter",yes,As a UK tax payer I'd much rather we gift you 5 billion for the wall as opposed to giving the EU 39 billion a year to destroy my culture.,Danny Jones no one ever said the Brits are a smart bunch.....ever😂😂😂😂😂😂
2652529866,true,golden,1,"",,,no,1.0,positive_tone__engenders_postive_conversation,yes,As a UK tax payer I'd much rather we gift you 5 billion for the wall as opposed to giving the EU 39 billion a year to destroy my culture.,Danny Jones what is your culture not trying to be rude
2652529867,true,golden,3,"",,,no,1.0,facts__contains_references_to_fact_based_evidence,yes,As a UK tax payer I'd much rather we gift you 5 billion for the wall as opposed to giving the EU 39 billion a year to destroy my culture.,Alex Dahlen source it yourself... look at the shared expensives of the EU
2652529868,true,golden,3,"",,,no,1.0,,no,An illegal immigrant killed my 24 year old brother about a mile from his home. My brother was test driving a motorcycle and the illegal immigrant pulled out in front of him(the man was driving unlicensed and illegally) then left my brother to die on the side of the road. So I support the wall 100%!!,Wendi Devalle i am sorry for your loss and i totally agree with you and don't listen to haters
2652529870,true,golden,1,"",,,no,1.0,,no,Pls don't involve yourself in topics you don't understand.,"Benedict Büchele we live in a free country, people can say what they want."
2652529871,true,golden,2,"",,,no,1.0,,no,An illegal immigrant killed my 24 year old brother about a mile from his home. My brother was test driving a motorcycle and the illegal immigrant pulled out in front of him(the man was driving unlicensed and illegally) then left my brother to die on the side of the road. So I support the wall 100%!!,"Lisa Vocelka omg, that is the dumbest response ever. how about to keep them from coming in to commit the crime in the first place. you tell them to ignore our laws and then wonder why they do"
2652529872,true,golden,3,"",,,no,0.6751,,no,What culture?,Great British culture. I'm a Brit. The EU hate us. End of. So I'd rather we gave the USA 5 billion as a gift for the wall rather than give 39 billion a year to the EU ...
2652529873,true,golden,2,"",,,no,1.0,,no,"Wendi DelValle Sorry for your loss. Unfortunately Donald Trump's boondoggle of a wall would not have helped. Let him open Pandora's Box. Remember, once you open Pandora's Box you can't close it. Donald Trump. Go ahead and declare a National Emergency. One of two things will happen. Either you will lose in court. Or, the next Democratic president will declare a National Emergency for climate change, gun control, DACA, Health Care reform and middle-class tax cuts. Just to start with. 😎",Hal Eric Mitlitsky if there ever will be another democratic president. All the reasons you just mentioned are reasons why there shouldn't ever be one again.
2652529874,true,golden,2,"",negative_tone__some_parts_of_the_comment_insult_the_original_commentcommenter,0.5385,yes,0.5385,,no,An illegal immigrant killed my 24 year old brother about a mile from his home. My brother was test driving a motorcycle and the illegal immigrant pulled out in front of him(the man was driving unlicensed and illegally) then left my brother to die on the side of the road. So I support the wall 100%!!,"Lisa Vocelka No you libtard you need to build that wall and evivt the illegals, Bad the magic Kenyan done that as he promised this guy would noy have lost his daughter to an illegal scumbag."
2652529876,true,golden,4,"",facts__contains_references_to_fact_based_evidence,0.5388,yes,0.7652,"facts__contains_references_to_fact_based_evidence
warning__some_aspects_of_the_comment_caution_at_possible_negative_consequences",yes,"Walls do work. Why else do we build them? Just the other day I built a barricade to keep my dog in the living room. Guess what, It worked. :D",Comparing people to dogs... seriously?
2652529878,true,golden,2,"",,,no,1.0,,no,As a UK tax payer I'd much rather we gift you 5 billion for the wall as opposed to giving the EU 39 billion a year to destroy my culture.,Danny Jones absolutely 👍🏻
2652529880,true,golden,2,"",,,no,1.0,,no,Angel Roy and guess what?Have built walls to keep bulls from breeding other people's cattle!!!Broke down walls..... can't stop an animal n heat .😂😂😂,Jeanie Railsback ever thought your building skills are less than par.
2652529881,true,golden,1,"",humor__some_aspects_of_the_comment_mock_or_expose_absurdity,1.0,yes,1.0,negative_tone__some_parts_of_the_comment_insult_the_original_commentcommenter,yes,As a UK tax payer I'd much rather we gift you 5 billion for the wall as opposed to giving the EU 39 billion a year to destroy my culture.,Pls don't involve yourself in topics you don't understand.
2652529883,true,golden,3,"",,,no,0.6482,facts__contains_references_to_fact_based_evidence,yes,Danny sorry but you guys need to fight for your culture and make UK great again the same way we are in the USA,Adrian Dahlstedt We were already great! Trumps a scam artist
2652529884,true,golden,1,"",,,no,1.0,,no,As a UK tax payer I'd much rather we gift you 5 billion for the wall as opposed to giving the EU 39 billion a year to destroy my culture.,The deal can include completely unrelated incentives for the United Kingdom since President Trump said Americans will do the construction and use American steel. It's a win-win. A treaty isn't even needed between friends.
2652529885,true,golden,4,"",,,no,1.0,,no,Adrian Dahlstedt We were already great! Trumps a scam artist,Patti Cullen as apposed to who Obama ? are you mentally handicapped ? Obama scammed us out of fucking billions .. he gave billions to fucking Iran and then tried to tell us that we somehow owed them half of their entire worth because of some deal the Shaw made with us in the 70s? .. ueah for half of the entire worth of their country .. for a deal made with a regime that was our friend that we have no obligation to return to a different regime that is one of our number one enemies .. who who who is the con artist ? fucking moron
2652529886,true,golden,2,"",positive_tone__engenders_postive_conversation,1.0,yes,1.0,positive_tone__engenders_postive_conversation,yes,As a UK tax payer I'd much rather we gift you 5 billion for the wall as opposed to giving the EU 39 billion a year to destroy my culture.,Danny Jones why you say that ? What is your culture and what going on ?
2652529887,true,golden,1,"",,,no,1.0,,no,"Walls do work. Why else do we build them? Just the other day I built a barricade to keep my dog in the living room. Guess what, It worked. :D",Hello here
2652529888,true,golden,1,"",,,no,1.0,"facts__contains_references_to_fact_based_evidence
positive_tone__engenders_postive_conversation",yes,An illegal immigrant killed my 24 year old brother about a mile from his home. My brother was test driving a motorcycle and the illegal immigrant pulled out in front of him(the man was driving unlicensed and illegally) then left my brother to die on the side of the road. So I support the wall 100%!!,Wendi DelValle Umm I’m not trying to be a dick but what if it was someone else? Would you want a wall then?
2652529889,true,golden,4,"",,,no,1.0,,no,An illegal immigrant killed my 24 year old brother about a mile from his home. My brother was test driving a motorcycle and the illegal immigrant pulled out in front of him(the man was driving unlicensed and illegally) then left my brother to die on the side of the road. So I support the wall 100%!!,Wendi DelValle so sorry about your brother 😢
2652531618,false,in progress,1,"",,,no,1.0,,,original post,"Walls do work. Why else do we build them? Just the other day I built a barricade to keep my dog in the living room. Guess what, It worked. :D"
2652531621,false,finalized,3,2/17/2020 06:36:28,,,no,0.6547,,,If walls didnt work then why do people keep building them?  Why do people build fences if they dont work? Do you live in a home? with 4 walls? I dont want my kids growing up in a world where they have to build walls around their hearts all because we couldnt build a wall on OUR border.,"Sue Howie no it was about 4 foot tall and my dog gave up. Not all dogs would give up but he did and if the wall stops one criminal, one death then BUILD IT. Its not about Hate."
2652531623,false,in progress,1,2/17/2020 06:12:45,,,no,1.0,,,If walls didnt work then why do people keep building them?  Why do people build fences if they dont work? Do you live in a home? with 4 walls? I dont want my kids growing up in a world where they have to build walls around their hearts all because we couldnt build a wall on OUR border.,None of you will change my mind. Trump 2020
2652531624,false,finalized,3,2/17/2020 06:37:33,,,no,0.6589,,,If walls didnt work then why do people keep building them?  Why do people build fences if they dont work? Do you live in a home? with 4 walls? I dont want my kids growing up in a world where they have to build walls around their hearts all because we couldnt build a wall on OUR border.,Angel Roy walls are built to keep people/animals inside.
2652531625,false,in progress,2,2/17/2020 06:35:13,,,no,1.0,,,If walls didnt work then why do people keep building them?  Why do people build fences if they dont work? Do you live in a home? with 4 walls? I dont want my kids growing up in a world where they have to build walls around their hearts all because we couldnt build a wall on OUR border.,Hello here
2652531626,false,in progress,1,"",positive_tone__engenders_postive_conversation,1.0,yes,1.0,,,If walls didnt work then why do people keep building them?  Why do people build fences if they dont work? Do you live in a home? with 4 walls? I dont want my kids growing up in a world where they have to build walls around their hearts all because we couldnt build a wall on OUR border.,Robert you're smart.
2652531628,false,finalized,3,2/17/2020 06:30:33,,,no,1.0,,,If walls didnt work then why do people keep building them?  Why do people build fences if they dont work? Do you live in a home? with 4 walls? I dont want my kids growing up in a world where they have to build walls around their hearts all because we couldnt build a wall on OUR border.,Dummycrats only think the rich deserve walls
2652531630,false,in progress,2,2/17/2020 06:29:47,,,no,1.0,,,If walls didnt work then why do people keep building them?  Why do people build fences if they dont work? Do you live in a home? with 4 walls? I dont want my kids growing up in a world where they have to build walls around their hearts all because we couldnt build a wall on OUR border.,Comparing people to dogs... seriously?
2652531633,false,in progress,2,2/17/2020 06:35:13,,,no,1.0,,,If walls didnt work then why do people keep building them?  Why do people build fences if they dont work? Do you live in a home? with 4 walls? I dont want my kids growing up in a world where they have to build walls around their hearts all because we couldnt build a wall on OUR border.,Jeremy Harbolt  And how many are you inviting to bunk up with you when they flood in by the millions
